"Nazwa kampanii","Nazwa zestawu reklam",Cel,"Status wyświetlania","Poziom wyświetlania",Zasięg,Wyświetlenia,Częstotliwość,"Ustawienie atrybucji","Typ wyniku",Wyniki,"Wydana kwota (PLN)","Koszt wyniku",Rozpoczęcie,Zakończenie,"Początek okresu raportowania","Koniec okresu raportowania"
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Medyczne Espresso | FB | 10.01-28.02 | 148-2024-Performance",OUTCOME_SALES,completed,adset,8261,15630,1.89202276,"Kliknięcia z 7 dni",Video_Play,127,249.98,1.96834646,2025-01-13,2025-02-10,2025-01-01,2026-03-17
"Konferencje własne [odtworzenie nagrania na Remedium]","PK w POZ 2024: gastroenterologia | Medezin",OUTCOME_SALES,completed,adset,8470,16413,1.9377804,"Kliknięcia z 7 dni",Video_Play,355,249.98,0.70416901,2025-01-19,2025-02-28,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Medyczne Espresso | IG | 7.01-10.02 | 144-2024-Medezin",OUTCOME_SALES,completed,adset,7658,14103,1.84160355,"Kliknięcia z 7 dni",Video_Play,75,249.98,3.33306667,2025-01-11,2025-02-10,2025-01-01,2026-03-17
"Konferencje własne [odtworzenie nagrania na Remedium]","PK w POZ 2024: gastroenterologia | Promed",OUTCOME_SALES,completed,adset,8091,16952,2.09516747,"Kliknięcia z 7 dni",Video_Play,238,249.93,1.05012605,2025-01-19,2025-02-28,2025-01-01,2026-03-17
"Treści własne [wyświetlenie strony docelowej]","IG - Ankieta | Badanie Medmama | maj-czerwiec 2025 |",LINK_CLICKS,completed,adset,4597,9919,2.15771155,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",53,249.89,4.71490566,2025-06-02,2025-06-08,2025-01-01,2026-03-17
"Remedium - Obejrzenie video na stronie (budżet wewnętrzny)","15.10 - Remedium - FB – ME15",OUTCOME_SALES,completed,adset,14450,24359,1.68574394,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia",Video_Play,236,249.61,1.05766949,2024-10-15,2025-01-31,2025-01-01,2026-03-17
"[KL] Konferencje klienckie [zapis na wydarzenie]","PKwPOZ - Pediatria 2026",OUTCOME_LEADS,inactive,adset,6914,23440,3.39022274,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",132,242.8,1.83939394,2026-02-04,2026-03-11,2025-01-01,2026-03-17
"[KL] Konferencje klienckie [dołączenie do wydarzenia na Facebooku]","MKK 2026",OUTCOME_ENGAGEMENT,active,adset,6343,30083,4.7427085,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",64,240.39,3.75609375,2026-02-05,2026-03-30,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Medyczne Espresso | IG | 10.01-28.02 | 148-2024-Performance",OUTCOME_SALES,completed,adset,5635,11579,2.05483585,"Kliknięcia z 7 dni",Video_Play,42,235.89,5.61642857,2025-01-16,2025-02-28,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Bilanse od zera | Playlista | styczeń-marzec |",OUTCOME_SALES,inactive,adset,7188,13966,1.94296049,"Kliknięcia z 7 dni",Video_Play,195,233.19,1.19584615,2025-01-20,2025-03-27,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Medyczne Medyczne Espresso | FB | 7.01-10.02 | 144-2024-Medezin",OUTCOME_SALES,completed,adset,10324,21546,2.08698179,"Kliknięcia z 7 dni",Video_Play,138,232.53,1.685,2025-01-13,2025-02-28,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Bilanse od zera | Odcinek 4| styczeń-marzec |",OUTCOME_SALES,inactive,adset,6282,12491,1.9883795,"Kliknięcia z 7 dni",Video_Play,176,232.35,1.32017045,2025-01-20,2025-03-31,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Bilanse od zera | Odcinek 2 | styczeń-marzec |",OUTCOME_SALES,inactive,adset,6504,13901,2.13730012,"Kliknięcia z 7 dni",Video_Play,191,230.2,1.2052356,2025-01-20,2025-03-31,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Bilanse od zera | Odcinek 3 | styczeń-marzec |",OUTCOME_SALES,inactive,adset,7744,14927,1.92755682,"Kliknięcia z 7 dni",Video_Play,161,229.6,1.42608696,2025-01-20,2025-03-31,2025-01-01,2026-03-17
"Remedium - Reklamy - LPV (budżet wewnętrzny) - nowa","18.12 - FB - ADV+ - Mesalazyna",LINK_CLICKS,not_delivering,adset,16651,42158,2.53185995,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",310,228.35,0.7366129,2024-12-18,2025-01-12,2025-01-01,2026-03-17
"Aktywacja użytkowników | Najlepsze posty tygodnia [3 LPV]","Tydzień  12-19.05.2025",OUTCOME_SALES,completed,adset,29290,46718,1.59501536,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","3LPV - konwersja",5091,222.49,0.04370261,2025-05-12,2025-05-19,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Kalkulatory | Kalkulatory psychiatryczne | [229-2025 Egis]  2",LINK_CLICKS,active,adset,8839,21396,2.42063582,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",163,211.92,1.3001227,2026-01-28,2026-07-10,2025-01-01,2026-03-17
"Konferencje własne [dołaczenie do wydarzenia na Facebooku]","Konferencje własne [dołaczenie do wydarzenia na Facebooku]",OUTCOME_ENGAGEMENT,completed,adset,7765,29485,3.79716677,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",133,209.85,1.57781955,2025-10-30,2025-11-20,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Kalkulatory | Kalkulatory psychiatryczne | [229-2025 Egis]  1",LINK_CLICKS,active,adset,9439,24443,2.58957517,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",189,207.06,1.09555556,2026-01-28,2026-07-10,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Kalkulatory | Kalkulatory psychiatryczne | [229-2025 Egis]  4",LINK_CLICKS,active,adset,9790,27265,2.78498468,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",189,206.98,1.09513228,2026-01-28,2026-07-10,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Kalkulatory | Kalkulatory psychiatryczne | [229-2025 Egis]  3",LINK_CLICKS,active,adset,9505,22732,2.39158338,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",199,205.33,1.03180905,2026-01-28,2026-07-10,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Kalkulatory | Kalkulatory psychiatryczne | [229-2025 Egis]  6",LINK_CLICKS,active,adset,12378,32577,2.63184683,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",285,204.72,0.71831579,2026-01-28,2026-07-10,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","VOD | 5 minut o leku - Mometazon z olopatadyną [6-2026 Glenmark-Ryaltris]",OUTCOME_SALES,active,adset,7574,15397,2.03287563,"Kliknięcia z 7 dni",Video_Play,83,202.56,2.44048193,2026-03-11,2026-03-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Kalkulatory | Kalkulatory psychiatryczne | [229-2025 Egis]  5",LINK_CLICKS,active,adset,9537,25750,2.70001049,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",307,201.68,0.65693811,2026-01-28,2026-07-10,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","5 minut o leku | Empagliflozyna 2 | [173-2024 Boehringer-Jardiance]",OUTCOME_SALES,completed,adset,5891,13365,2.26871499,"Kliknięcia z 7 dni",Video_Play,58,200,3.44827586,2025-05-28,2025-05-31,2025-01-01,2026-03-17
"Treści własne [wyświetlenie strony docelowej]","Egzamin próbny LEK | 15.02.2025",LINK_CLICKS,completed,adset,11319,29827,2.63512678,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",105,200,1.9047619,2025-02-12,2025-02-14,2025-01-01,2026-03-17
"Konferencje własne [odtworzenie nagrania na Remedium]","PK w POZ Kardiologia 2024 | marzec 2025",OUTCOME_SALES,completed,adset,5293,14941,2.82278481,"Kliknięcia z 7 dni",Video_Play,163,200,1.22699387,2025-03-20,2025-04-15,2025-01-01,2026-03-17
"[KL] Webinary klienckie [dołączenie do wydarzenia Facebook]","Cetyryzyna w XXI wieku | 21.03.2025 r.",OUTCOME_ENGAGEMENT,completed,adset,8057,15899,1.97331513,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",94,199.98,2.12744681,2025-03-10,2025-03-21,2025-01-01,2026-03-17
"Treści własne [wyświetlenie strony docelowej]","Ankieta | Kardiologia dla specjalistów | 5-8 maja |",LINK_CLICKS,completed,adset,14414,40907,2.83800472,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",80,199.97,2.499625,2025-04-30,2025-05-08,2025-01-01,2026-03-17
"Konferencje własne [dołaczenie do wydarzenia na Facebooku]","Pierwsze kroki w POZ - psychiatria, neurologia, ból | 02.10.2025",OUTCOME_ENGAGEMENT,completed,adset,10078,28922,2.86981544,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",209,199.96,0.95674641,2025-09-15,2025-10-25,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Poradnik | Nadciśnienie tętnicze | 14-31.01 |  202-2024-BerlinChemie",LINK_CLICKS,completed,adset,21324,32445,1.52152504,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",158,199.92,1.26531646,2025-01-16,2025-01-31,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","Specjalista w praktyce: ginekologia | wykład1",OUTCOME_SALES,completed,adset,5248,13517,2.57564787,"Kliknięcia z 7 dni",Video_Play,70,199.85,2.855,2025-09-22,2025-09-30,2025-01-01,2026-03-17
"[KL] Kursy sponsorowane [odtworzenie nagrania]","Kurs | Kardiologia w ciąży | [154-2025 Egis]",OUTCOME_SALES,completed,adset,5596,12394,2.21479628,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia",Video_Play,32,199.82,6.244375,2026-02-26,2026-03-06,2025-01-01,2026-03-17
"[KL] Webinary klienckie [dołączenie do wydarzenia Facebook]","Immunoprofilaktyka w praktyce POZ – scenariusze postępowania od dziecka po dorosłego pacjenta | 21.10.2025 | [171-2025 Medezin]",OUTCOME_ENGAGEMENT,completed,adset,6544,22289,3.40602078,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",95,199.45,2.09947368,2025-10-13,2025-10-21,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","VOD |5 minut o leku Benzydamina | [251-2025 Klosterfrau]",OUTCOME_SALES,active,adset,7640,15258,1.99712042,"Kliknięcia z 7 dni",Video_Play,66,198.84,3.01272727,2026-03-11,2026-03-31,2025-01-01,2026-03-17
"[KL] Kursy sponsorowane [odblokowanie dostępu do kursu]","Nowoczesne leczenie przeciwkrzepliwe | grupa docelowa lekarze | video i statyki",OUTCOME_SALES,inactive,adset,6793,14424,2.12336228,"Kliknięcia z 7 dni, wyświetlenia z 1 dnia lub wyświetlenia z 1 dnia przez zaangażowanych odbiorców","Odblokuj dostęp do kursu",72,197.45,2.74236111,2025-04-04,2025-04-30,2025-01-01,2026-03-17
"Konferencje własne [odtworzenie nagrania na Remedium]","PK w POZ 2024: dermatologia i reumatologia | Novartis",OUTCOME_SALES,completed,adset,5192,10999,2.11845146,"Kliknięcia z 7 dni",Video_Play,16,170,10.625,2025-02-05,2025-02-19,2025-01-01,2026-03-17
"[KL] Webinary klienckie [dołączenie do wydarzenia Facebook]","Webinar | Jak dobrać antydepresant do profilu pacjenta? Praktyka POZ | [229-2025 Egis]",OUTCOME_ENGAGEMENT,active,adset,6828,23009,3.36980082,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",148,164.71,1.11290541,2026-02-19,2026-03-24,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","vod webinaru  | 31.07 | 79-2025 Biofarm Proaxon",LINK_CLICKS,inactive,adset,7315,14166,1.93656869,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",151,157.56,1.04344371,2025-06-29,2025-07-31,2025-01-01,2026-03-17
"[KL] Webinary klienckie [dołączenie do wydarzenia Facebook]","Kaszel niejdno ma imię | 24.02.2025",OUTCOME_ENGAGEMENT,completed,adset,5198,10019,1.9274721,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",174,150,0.86206897,2025-02-17,2025-02-24,2025-01-01,2026-03-17
"[KL] Webinary klienckie [dołączenie do wydarzenia Facebook]","Ból kręgosłupa w praktyce | 09.04.2025",OUTCOME_ENGAGEMENT,completed,adset,15148,28710,1.89529971,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",262,149.98,0.57244275,2025-03-14,2025-04-09,2025-01-01,2026-03-17
"[KL] Webinary klienckie [dołączenie do wydarzenia Facebook]","Nie każdy katar to alergia | 04.04",OUTCOME_ENGAGEMENT,completed,adset,7068,15783,2.23302207,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",115,149.96,1.304,2025-03-26,2025-04-04,2025-01-01,2026-03-17
"Nagrania webinarów własnych [odtworzenie nagrania na Remedium]","Agresja wobec medyków | 07.2025",OUTCOME_SALES,completed,adset,6082,13845,2.27638935,"Kliknięcia z 7 dni",Video_Play,28,149.95,5.35535714,2025-07-24,2025-08-14,2025-01-01,2026-03-17
"[KL] Konferencje klienckie [dołączenie do wydarzenia na Facebooku]","MKK 2025 Sesja dla pacjentów | 14-15.04.2025 r.",OUTCOME_ENGAGEMENT,completed,adset,6610,18055,2.73146747,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",91,149.95,1.6478022,2025-03-12,2025-04-15,2025-01-01,2026-03-17
"[KL] Webinary klienckie [dołączenie do wydarzenia Facebook]","Mikrobiom pod lupą | 25.03.2025",OUTCOME_ENGAGEMENT,completed,adset,8968,17051,1.90131579,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",170,149.88,0.88164706,2025-03-14,2025-03-25,2025-01-01,2026-03-17
"Nagrania webinarów własnych [odtworzenie nagrania na Remedium]","Jak przygotować się do stażu podyplomowego? | 07.2025",OUTCOME_SALES,completed,adset,7852,22887,2.91479878,"Kliknięcia z 7 dni",Video_Play,83,149.85,1.80542169,2025-07-24,2025-08-14,2025-01-01,2026-03-17
"[KL] Webinary klienckie [dołączenie do wydarzenia Facebook]","Terapia hipotensyjna w praktyce | 07.03.2025",OUTCOME_ENGAGEMENT,completed,adset,8743,18004,2.0592474,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",234,149.78,0.64008547,2025-02-25,2025-03-07,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","ICS |66-letnia pacjentka po NSTEMI skarżąca się na zmęczenie – serce, tarczyca czy cukrzyca?| 1 z 2 [234-2025-merck]",LINK_CLICKS,active,adset,6623,12593,1.9014042,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",91,135.59,1.49,2026-03-11,2026-04-10,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Bilanse od zera | Odcinek 2 | styczeń-marzec | – Stories",OUTCOME_SALES,inactive,adset,3788,5262,1.38912355,"Kliknięcia z 7 dni",Video_Play,43,121.1,2.81627907,2025-01-20,2025-03-31,2025-01-01,2026-03-17
"[KL] Kursy sponsorowane [odblokowanie dostępu do kursu]","Kurs | Akademia Adepta Kardiologii Zabiegowej",OUTCOME_SALES,inactive,adset,3014,10058,3.33709356,"Kliknięcia z 7 dni, wyświetlenia z 1 dnia lub wyświetlenia z 1 dnia przez zaangażowanych odbiorców",,,119.01,,2026-01-29,2026-11-04,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","5 minut o leku | Rivaroxaban [25-2026 Egis - Xiltess & Embavi]",OUTCOME_SALES,active,adset,2294,4758,2.07410636,"Kliknięcia z 7 dni",Video_Play,39,104.11,2.66948718,2026-03-03,2026-04-30,2025-01-01,2026-03-17
"Narzędzia/funkcje Remedium [wyświetlenie strony docelowej]","FB - The best of Remedium | stażyści/rezydenci/lekarze - szeroko",LINK_CLICKS,not_delivering,adset,3808,9217,2.42043067,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",45,100,2.22222222,2025-03-10,2025-03-31,2025-01-01,2026-03-17
"Treści własne [wyświetlenie strony docelowej]","Reels | Minuta dla specjalisty - kurs EKG | 05.03 |",LINK_CLICKS,completed,adset,5122,8885,1.73467396,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",88,100,1.13636364,2025-03-12,2025-03-26,2025-01-01,2026-03-17
"Webinary własne [dołączenie do wydarzenia Facebook]","Egzamin próbny LEK | 15.02.2025",OUTCOME_ENGAGEMENT,completed,adset,3768,6831,1.81289809,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",42,100,2.38095238,2025-02-12,2025-02-14,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Bilanse od zera | Odcinek 1 | styczeń-marzec | – Stories",OUTCOME_SALES,inactive,adset,2748,4464,1.62445415,"Kliknięcia z 7 dni",Video_Play,30,100,3.33333333,2025-01-20,2025-02-12,2025-01-01,2026-03-17
"Narzędzia/funkcje Remedium [wyświetlenie strony docelowej]","IG - The best of Remedium | stażyści/rezydenci/lekarze - szeroko",LINK_CLICKS,not_delivering,adset,2210,3909,1.76877828,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",29,100,3.44827586,2025-03-10,2025-03-31,2025-01-01,2026-03-17
"[KL] Webinary klienckie [dołączenie do wydarzenia Facebook]","Depresja w praktyce lekarza POZ – kiedy podejrzewać depresję u seniora?|2 [68-2025 Angelini Trittico]",OUTCOME_ENGAGEMENT,completed,adset,4891,10365,2.11919853,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",97,99.99,1.03082474,2025-10-26,2025-11-03,2025-01-01,2026-03-17
"Webinary własne [dołączenie do wydarzenia Facebook]","Wywiad, badanie przedmiotowe i... |  8 maja",OUTCOME_ENGAGEMENT,completed,adset,9596,16457,1.71498541,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",72,99.98,1.38861111,2025-04-30,2025-05-08,2025-01-01,2026-03-17
"Konferencje własne [dołaczenie do wydarzenia na Facebooku]","Specjalista w praktyce: ginekologia i położnictwo | 12.06",OUTCOME_ENGAGEMENT,completed,adset,9036,16358,1.8103143,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",126,99.96,0.79333333,2025-05-24,2025-06-12,2025-01-01,2026-03-17
"[KL] Webinary klienckie [dołączenie do wydarzenia Facebook]","Webinar Agresywny pacjent – prawa, obowiązki i ścieżki postępowania | [143-2025 Biofarm]",OUTCOME_ENGAGEMENT,completed,adset,5239,12171,2.32315327,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",171,99.95,0.58450292,2025-09-14,2025-10-01,2025-01-01,2026-03-17
"Konferencje własne [dołaczenie do wydarzenia na Facebooku]","Pierwsze kroki w POZ - infekcje, szczepienia, antybiotykoterapia | 05.09.2025",OUTCOME_ENGAGEMENT,completed,adset,7816,18868,2.41402252,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",158,99.95,0.63259494,2025-08-12,2025-09-05,2025-01-01,2026-03-17
"[KL] Webinary klienckie [dołączenie do wydarzenia Facebook]","Przewlekły ból u osób w wieku podeszłym | 11.06.2025 | [44-2025-Stada-przeciwbolowe]",OUTCOME_ENGAGEMENT,completed,adset,6086,12744,2.0939862,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",98,99.92,1.01959184,2025-05-29,2025-06-11,2025-01-01,2026-03-17
"Webinary własne [dołączenie do wydarzenia Facebook]","Jak przygotować się do stażu podyplomowego? | 12.07",OUTCOME_ENGAGEMENT,completed,adset,6634,15326,2.31022008,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",98,99.71,1.01744898,2025-07-03,2025-07-12,2025-01-01,2026-03-17
"Webinary własne [dołączenie do wydarzenia Facebook]","Agresja wobec medyków | 08.07",OUTCOME_ENGAGEMENT,completed,adset,5991,12346,2.0607578,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",102,99.18,0.97235294,2025-07-03,2025-07-08,2025-01-01,2026-03-17
"[KL] Webinary klienckie [dołączenie do wydarzenia Facebook]","Depresja w gabinecie POZ | 30.07 | [68-2025 Angelini Trittico]",OUTCOME_ENGAGEMENT,completed,adset,5488,15494,2.82325073,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",131,98.67,0.75320611,2025-07-07,2025-07-31,2025-01-01,2026-03-17
"[KL] Webinary klienckie [dołączenie do wydarzenia Facebook]","Nudności w ciąży | 19.08.2025 r. | [235-2024 Exeltis Bonjesta]",OUTCOME_ENGAGEMENT,completed,adset,4635,11004,2.37411003,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",69,88.1,1.27681159,2025-07-28,2025-08-19,2025-01-01,2026-03-17
"[KL] Kursy sponsorowane [odtworzenie nagrania]","Kurs | Akademia Adepta Kardiologii Zabiegowej",OUTCOME_SALES,active,adset,2612,8419,3.22320061,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia",Video_Play,56,85.09,1.51946429,2026-02-26,2026-10-28,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","ICS | 45-letnia pacjentka z nawracającymi objawami astmy [199-2025-OrionPharma-Bufomix]",LINK_CLICKS,active,adset,7088,11294,1.59339729,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",42,82.89,1.97357143,2026-03-11,2026-04-20,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","DiL | pacjent ze wznową raka gruczołowego płuca | [223-2025 Roche Tecentriq]",LINK_CLICKS,completed,adset,6183,10660,1.72408216,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",61,80.57,1.32081967,2026-01-28,2026-02-28,2025-01-01,2026-03-17
"Nagrania webinarów własnych [odtworzenie nagrania na Remedium]","FB/IG - Breaking Bad News | 10.01",OUTCOME_SALES,inactive,adset,5409,9421,1.74172675,"Kliknięcia z 7 dni",Video_Play,31,70.99,2.29,2025-01-11,2025-01-16,2025-01-01,2026-03-17
"[KL] Konferencje klienckie [dołączenie do wydarzenia na Facebooku]","PKwPOZ - Pediatria 2026",OUTCOME_ENGAGEMENT,inactive,adset,3624,9176,2.53200883,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",72,61.62,0.85583333,2026-02-04,2026-03-11,2025-01-01,2026-03-17
"[KL] Webinary klienckie [dołączenie do wydarzenia Facebook]","Praktyczne aspekty stosowania cytykoliny | 24.06",OUTCOME_ENGAGEMENT,completed,adset,3624,6584,1.81677704,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",52,49.97,0.96096154,2025-05-25,2025-06-06,2025-01-01,2026-03-17
"[KL] Konferencje klienckie [dołączenie do wydarzenia na Facebooku]","MKK 2025 | 14-15.04.2025 r.",OUTCOME_ENGAGEMENT,completed,adset,1847,3551,1.92257715,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",37,49.94,1.34972973,2025-03-12,2025-03-26,2025-01-01,2026-03-17
"[KL] Webinary klienckie [dołączenie do wydarzenia Facebook]","Cardiochallenge | 08.03.2025 r.",OUTCOME_ENGAGEMENT,completed,adset,3324,4156,1.25030084,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Reakcje na zaproszenia na wydarzenia",28,48.55,1.73392857,2025-09-16,2025-10-01,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","FB | Medyczne espresso | Pozawałowa niewydolność serca | 30.03.2025 | 148-2024-Performance-Entresto",OUTCOME_SALES,completed,adset,3080,5072,1.64675325,"Kliknięcia z 7 dni",Video_Play,24,45.41,1.89208333,2025-02-17,2025-03-30,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","IG | Medyczne espresso | Pozawałowa niewydolność serca | 30.03.2025 | 148-2024-Performance-Entresto",OUTCOME_SALES,completed,adset,1436,1817,1.26532033,"Kliknięcia z 7 dni",Video_Play,8,35.16,4.395,2025-02-19,2025-03-30,2025-01-01,2026-03-17
"Remedium - Obejrzenie video na stronie (budżet wewnętrzny)","02.12 - Remedium - FB/IG – Duplex Doppler",OUTCOME_SALES,completed,adset,2381,3818,1.60352793,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia",Video_Play,86,29.61,0.34430233,2024-12-05,2025-01-02,2025-01-01,2026-03-17
"Remedium - Obejrzenie video na stronie (budżet wewnętrzny)","02.12 - Remedium - FB/IG – ABC diagnostyki",OUTCOME_SALES,completed,adset,2565,4017,1.56608187,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia",Video_Play,26,28.93,1.11269231,2024-12-05,2025-01-02,2025-01-01,2026-03-17
"Treści własne [wyświetlenie strony docelowej]","Webinar - agresja wobec medyków",LINK_CLICKS,inactive,adset,1854,2643,1.42556634,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",4,17.32,4.33,2025-06-29,2025-07-08,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","DiL | Niewystarczająco kontrolowana astma [199-2025-OrionPharma-Bufomix]",LINK_CLICKS,active,adset,779,922,1.18356868,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",8,9.65,1.20625,2026-03-17,2026-04-30,2025-01-01,2026-03-17
