"Nazwa kampanii","Nazwa zestawu reklam",Cel,"Status wyświetlania","Poziom wyświetlania",Zasięg,Wyświetlenia,Częstotliwość,"Ustawienie atrybucji","Typ wyniku",Wyniki,"Wydana kwota (PLN)","Koszt wyniku",Rozpoczęcie,Zakończenie,"Początek okresu raportowania","Koniec okresu raportowania"
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Interaktywne case study | 55-letni pacjent z nadciśnieniem | 6.11.25 | [142-2025 Merck]",LINK_CLICKS,completed,adset,36762,103723,2.82147326,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",884,999.99,1.13121041,2025-10-16,2025-11-06,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Interaktywne case study | 38-letnia pacjentka z alergicznym nieżytem nosa i astmą oskrzelową | 31.09 | [76-2025 Aflofarm Azaneson]",LINK_CLICKS,completed,adset,34434,69442,2.01666957,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",1100,999.98,0.90907273,2025-10-31,2025-11-15,2025-01-01,2026-03-17
"[KL] Webinary klienckie [zapis na wydarzenie]","Webinar: ""Immunoprofilaktyka w praktyce POZ – scenariusze postępowania od dziecka po dorosłego pacjenta""",OUTCOME_LEADS,completed,adset,16770,68235,4.06887299,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",216,999.98,4.62953704,2025-10-13,2025-10-21,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Diagnozuj i lecz | Przewlekły ból stawów | 06.06 | [8-2025 HascoLek]",LINK_CLICKS,completed,adset,30426,95835,3.14977322,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",1905,999.98,0.52492388,2025-05-26,2025-07-31,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Trudne decyzje | [49-2025 Techdow Neoparin]",OUTCOME_SALES,completed,adset,25887,101132,3.9066713,"Kliknięcia z 7 dni",Video_Play,285,999.98,3.50870175,2025-10-06,2025-10-31,2025-01-01,2026-03-17
"Kursy Remedium [dodanie do koszyka/zakup]","Kurs EKG | grupa szeroka",OUTCOME_SALES,completed,adset,21570,86885,4.02804822,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","AddToCart - Konwersja",26,999.97,38.46038462,2025-05-28,2025-07-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","FB - Artykuł | Pacjentka z wielochorobowością | 6.02-06.03-2025 | 173-2024 Boehringer-Jardiance",LINK_CLICKS,completed,adset,47781,118610,2.48236747,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",691,999.97,1.44713459,2025-02-06,2025-03-06,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","VOD | 5 minut o PMBL | [171-2025 Medzin]",OUTCOME_SALES,completed,adset,20156,90870,4.50833499,"Kliknięcia z 7 dni",Video_Play,324,999.94,3.08623457,2025-12-04,2026-01-31,2025-01-01,2026-03-17
"[KL] Nagrania webinarów klienckich  [odtworzenie nagrania na Remedium]","VOD | Depresja w praktyce lekarza POZ – kiedy podejrzewać depresję u seniora? [68-2025 Angelini Trittico]",OUTCOME_SALES,completed,adset,14063,51266,3.64545261,"Kliknięcia z 7 dni",Video_Play,369,999.93,2.7098374,2025-11-25,2025-12-22,2025-01-01,2026-03-17
"[KL] Webinary klienckie [zapis na wydarzenie]","Terapia grypy pod kontrolą [158-2025-Biofarm-grypa-webinar]",OUTCOME_LEADS,completed,adset,16579,50809,3.06466011,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",221,999.93,4.52457014,2025-11-18,2025-12-09,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","ICS | Obrzęk okolicy stawu skokowego u 40-letniego mężczyzny | [202-2025 MagnaPharm Reparil]",LINK_CLICKS,completed,adset,31290,127211,4.0655481,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",662,999.93,1.51046828,2026-01-18,2026-01-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Materiał video | Antybiotyk?... Włącz probiotyk | 30.11.25 | [135-2025 Biocodex Polska Enterol]",LINK_CLICKS,completed,adset,47612,109880,2.30782156,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",930,999.92,1.0751828,2025-09-24,2025-11-19,2025-01-01,2026-03-17
"Kursy Remedium [dodanie do koszyka/zakup]","Astma w POZ | stażyści, lekarze rodzinni, POZ",OUTCOME_SALES,completed,adset,19279,65165,3.3801027,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","AddToCart - Konwersja",18,999.92,55.55111111,2025-04-18,2025-11-21,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","FB - Kalkulator | Dawki leków opioidowych | 27.01-20.04. | 225-2024-Stada",LINK_CLICKS,completed,adset,52163,193316,3.7059985,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",614,999.91,1.62851792,2025-02-03,2025-04-20,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Medyczne espresso [110-2025 Egis Xiltess (case study + podcast)]",OUTCOME_SALES,completed,adset,28757,105184,3.65768335,"Kliknięcia z 7 dni",Video_Play,452,999.9,2.21216814,2025-10-06,2025-10-30,2025-01-01,2026-03-17
"[KL] Nagrania klienckie [odtworzenie nagrania na Remedium]","FB/IG - Wywiad wideo z prof. Wielgosiem cz.1 [114-2025 Nutropharma Prenatal Duo]",OUTCOME_SALES,completed,adset,22209,81987,3.69161151,"Kliknięcia z 7 dni",Video_Play,357,999.87,2.8007563,2025-09-10,2025-10-07,2025-01-01,2026-03-17
"[KL] Nagrania webinarów klienckich  [odtworzenie nagrania na Remedium]","VOD | Trudne decyzje: Pacjent z HF i niedoczynnością tarczycy | [142-2025 Merck]",OUTCOME_SALES,completed,adset,9764,39587,4.05438345,"Kliknięcia z 7 dni",Video_Play,260,999.86,3.84561538,2025-11-18,2025-12-07,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Interaktywne case study | Łojotokowe zapalenie skóry | 3.08.2025 | [97-2025 LeoPharm]",LINK_CLICKS,completed,adset,33574,79537,2.36900578,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",392,999.85,2.55063776,2025-07-25,2025-08-16,2025-01-01,2026-03-17
"[KL] Nagrania webinarów klienckich  [odtworzenie nagrania na Remedium]","VOD | 5 minut Szczepionka DTwP | 14.11.2025 | [146-2025 IBSS Biomed]",OUTCOME_SALES,completed,adset,15717,62979,4.00706242,"Kliknięcia z 7 dni",Video_Play,325,999.85,3.07646154,2025-10-15,2025-11-14,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Diagnozuj i lecz | Uraz skrętny stawu skokowego | [202-2025 MagnaPharm Reparil]",LINK_CLICKS,completed,adset,25835,126409,4.89293594,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",747,999.84,1.3384739,2026-01-18,2026-01-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Diagnozuj i lecz | Przewlekły ból stawów u pacjentki z achalazją przełyku | 6.11 | [8/2025 HascoLek]",LINK_CLICKS,completed,adset,27636,104023,3.76403966,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",2214,999.82,0.45158988,2025-10-16,2025-11-06,2025-01-01,2026-03-17
"[KL] Nagrania klienckie [odtworzenie nagrania na Remedium]","FB/IG - Terapia hipotensyjna w praktyce  [11-2025 HascoLek Bicardef] | 30.04",OUTCOME_SALES,completed,adset,20987,90709,4.32215181,"Kliknięcia z 7 dni",Video_Play,305,999.81,3.27806557,2025-04-03,2025-04-30,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Diagnozuj i lecz |Subkliniczna niedoczynność tarczycy | 142-2025 Merck",LINK_CLICKS,completed,adset,31758,103382,3.25530575,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",2186,999.8,0.45736505,2025-09-22,2025-10-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Interaktywne case study | 66-letni pacjent wymagający leczenia przeciwkrzepliwego [110-2025 Egis Xiltess]",LINK_CLICKS,completed,adset,24850,94833,3.8162173,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",591,999.77,1.69165821,2025-11-15,2025-12-14,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Interaktywne case study | Uporczywy świąd i pieczenie sromu | 3.08.2025 |  [97-2025 LeoPharm]",LINK_CLICKS,completed,adset,46955,87077,1.85447769,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",852,999.76,1.17342723,2025-07-28,2025-08-16,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Interaktywne case study | 55-letni pacjent z nadciśnieniem…[142-2025 Merck]",LINK_CLICKS,completed,adset,20955,86690,4.13696015,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",445,999.72,2.2465618,2025-11-14,2025-11-30,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Przypadek kliniczny| Pacjent z ANN | 30.06 | [76-2025 Aflofarm Azaneson]",LINK_CLICKS,completed,adset,31063,102525,3.30055049,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",449,999.71,2.22652561,2025-06-05,2025-07-25,2025-01-01,2026-03-17
"[KL] Nagrania webinarów klienckich  [odtworzenie nagrania na Remedium]","Przewlekły ból u osób w wieku podeszłym | 16.07",OUTCOME_SALES,completed,adset,21775,80723,3.70714122,"Kliknięcia z 7 dni",Video_Play,244,999.7,4.09713115,2025-06-20,2025-07-16,2025-01-01,2026-03-17
"[KL] Klub Medyka [wyświetlenie strony docelowej]","Wirtualny gabinet",LINK_CLICKS,completed,adset,16624,100006,6.01576035,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",193,999.67,5.17963731,2026-01-22,2026-02-22,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Case study | Ból i obrzęk podudzia | 04.08 | [49-2025 Techdow Neoparin]",LINK_CLICKS,completed,adset,29017,84178,2.90098908,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",818,999.6,1.22200489,2025-07-07,2025-08-31,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","IG Stories - Medyczne espresso | 05.03 | Medezin 30-2025",OUTCOME_SALES,completed,adset,9056,40324,4.45273852,"Kliknięcia z 7 dni",Video_Play,115,999.53,8.69156522,2025-03-10,2025-03-31,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","PK w POZ diabetologia 2025 | playlista |",OUTCOME_SALES,completed,adset,72302,154091,2.13121352,"Kliknięcia z 7 dni","Przycisk obejrzyj",5,999.06,199.812,2025-07-14,2025-07-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Diagnozuj i lecz | ANN | 30.06| 41-2025 MagnaPharm",LINK_CLICKS,completed,adset,57465,126354,2.19879927,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",918,999.04,1.08827887,2025-06-17,2025-08-15,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","5 minut o leku | Meloksykam | 30.09 | [8-2025 HascoLek]",OUTCOME_SALES,completed,adset,23593,83156,3.52460476,"Kliknięcia z 7 dni",Video_Play,173,998.89,5.77393064,2025-09-14,2025-09-30,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Medyczne espresso 2 - Modyfikacja leczenia u pacjenta z wielochorobowością | 02.10 | [73-2025 Egis Milurit]",OUTCOME_SALES,completed,adset,24577,87421,3.55702486,"Kliknięcia z 7 dni",Video_Play,84,998.74,11.8897619,2025-09-04,2025-10-02,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Wywiad z KOL'em | Pacjent na wakacjach - co musisz wiedzieć? | 31.08 | [122-2025 Bayer Dicoflor]",LINK_CLICKS,completed,adset,19680,70224,3.56829268,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",414,998.5,2.41183575,2025-08-12,2025-08-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Interaktywne case study | 66-letnia pacjentka z dusznością wysiłkową | 238-2024 AZ Forxiga",LINK_CLICKS,completed,adset,37751,98529,2.6099706,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",1598,998.43,0.62479975,2025-10-13,2025-10-31,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","VOD | KSeF | [260-2025 Infakt]",OUTCOME_SALES,completed,adset,17498,85980,4.91370442,"Kliknięcia z 7 dni",Video_Play,194,998.03,5.14448454,2026-01-27,2026-02-28,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Interaktywne case study | 67-letni pacjent z niewydolnością serca  | 238-2024 AZ Forxiga",LINK_CLICKS,completed,adset,40651,96012,2.36186072,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",1784,997.74,0.5592713,2025-10-13,2025-10-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Interaktywne case study | 60-letni pacjent z cukrzycą typu 2  | 238-2024 AZ Forxiga",LINK_CLICKS,completed,adset,29446,80364,2.72919921,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",1861,997.63,0.536072,2025-10-13,2025-10-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","vod webinaru  | 115-2025-Viatris szczepienia",LINK_CLICKS,completed,adset,59413,119942,2.01878377,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",2693,988.91,0.367215,2025-09-16,2025-10-19,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Interaktywne case study | 38-letnia pacjentka z alergicznym nieżytem nosa i astmą oskrzelową | 30.09 | [76-2025 Aflofarm Azaneson]",LINK_CLICKS,completed,adset,87376,129528,1.4824208,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",1088,982.82,0.90332721,2025-09-02,2025-09-30,2025-01-01,2026-03-17
"[KL] Konferencje klienckie [zapis na wydarzenie]","MKK 2026",OUTCOME_LEADS,active,adset,17346,73922,4.26161651,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",266,949.26,3.56864662,2026-02-05,2026-03-30,2025-01-01,2026-03-17
"[KL] Nagrania klienckie [odtworzenie nagrania na Remedium]","FB - Rola mesalazyny w leczeniu WZJG | 19.12.2024 | 206-2024-ferring-pentasa",OUTCOME_SALES,completed,adset,29129,135295,4.64468399,"Kliknięcia z 7 dni",Video_Play,273,934.76,3.4240293,2024-12-30,2025-01-16,2025-01-01,2026-03-17
"[KL] Webinary klienckie [zapis na wydarzenie]","Nudności w ciąży | 19.08.2025 r. | [235-2024 Exeltis Bonjesta]",OUTCOME_LEADS,completed,adset,24693,93682,3.79386871,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",149,900,6.04026846,2025-07-28,2025-08-19,2025-01-01,2026-03-17
"[KL] Webinary klienckie [zapis na wydarzenie]","Depresja w praktyce lekarza POZ – kiedy podejrzewać depresję u seniora?|2 [68-2025 Angelini Trittico]",OUTCOME_LEADS,completed,adset,17147,71938,4.19536945,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",166,899.95,5.42138554,2025-10-22,2025-11-10,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Interaktywne case study | Grzybica tułowia | 20.07 | [64-2025 LeoPharm]",LINK_CLICKS,completed,adset,31521,80281,2.54690524,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",402,899.9,2.23855721,2025-06-16,2025-07-31,2025-01-01,2026-03-17
"[KL] Webinary klienckie [zapis na wydarzenie]","Webinar Agresywny pacjent – prawa, obowiązki i ścieżki postępowania | [143-2025 Biofarm]",OUTCOME_LEADS,completed,adset,25322,68006,2.68564884,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",189,899.87,4.76121693,2025-09-14,2025-10-01,2025-01-01,2026-03-17
"[KL] Webinary klienckie [zapis na wydarzenie]","Przedłużona profilaktyka przeciwzakrzepowa | 08.04.2025 r.",OUTCOME_LEADS,completed,adset,28368,82283,2.90055697,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",348,850,2.44252874,2025-03-27,2025-04-08,2025-01-01,2026-03-17
"[KL] Webinary klienckie [zapis na wydarzenie]","Ból kręgosłupa w praktyce | 09.04.2025",OUTCOME_LEADS,completed,adset,29045,105441,3.63026338,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",536,849.95,1.58572761,2025-03-14,2025-04-09,2025-01-01,2026-03-17
"[KL] Webinary klienckie [zapis na wydarzenie]","Terapia hipotensyjna w praktyce | 07.03.2025",OUTCOME_LEADS,completed,adset,26248,91816,3.4980189,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",295,849.95,2.88118644,2025-02-25,2025-03-07,2025-01-01,2026-03-17
"[KL] Nagrania klienckie [odtworzenie nagrania na Remedium]","FB/IG - Kaszel niejedno ma imię | marzec 2025 | 1-2025-PierreFabre-pediatria",OUTCOME_SALES,completed,adset,22477,64902,2.88748498,"Kliknięcia z 7 dni",Video_Play,404,849.92,2.10376238,2025-03-03,2025-03-31,2025-01-01,2026-03-17
"[KL] Webinary klienckie [zapis na wydarzenie]","Praktyczne aspekty stosowania cytykoliny | 24.06",OUTCOME_LEADS,completed,adset,31505,86792,2.75486431,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",117,849.9,7.26410256,2025-05-25,2025-06-24,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Poradnik | Alergiczny nieżyt nosa |  [236-2025 Glenmark]",LINK_CLICKS,active,adset,21142,100891,4.77206508,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",532,823.8,1.54849624,2026-01-21,2026-03-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Poradnik | Migotanie przedsionków | [237-2025 Glenmark]",LINK_CLICKS,active,adset,22824,96728,4.23799509,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",663,804.49,1.21340875,2026-01-28,2026-03-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Poradnik | Katar, nieżyt nosa i zatok | [237-2025 Glenmark]",LINK_CLICKS,active,adset,21378,105370,4.92889887,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",645,803.88,1.24632558,2026-01-28,2026-03-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Poradnik | nawracające infekcje|  [26-2025 Sandoz]",LINK_CLICKS,completed,adset,20894,81386,3.89518522,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",1186,799.94,0.67448567,2025-09-22,2025-12-31,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","Specjalista w praktyce: ginekologia | playlista | 28.09",OUTCOME_SALES,completed,adset,18327,53406,2.91406122,"Kliknięcia z 7 dni","Przycisk obejrzyj",1,799.81,799.81,2025-07-21,2025-09-30,2025-01-01,2026-03-17
"[KL] Nagrania webinarów klienckich  [odtworzenie nagrania na Remedium]","VOD Agresja wobec medyków | 143-2025 Biofarm",OUTCOME_SALES,completed,adset,11292,38743,3.43101311,"Kliknięcia z 7 dni",Video_Play,142,799.5,5.63028169,2025-10-14,2025-10-31,2025-01-01,2026-03-17
"[KL] Nagrania klienckie [odtworzenie nagrania na Remedium]","FB/IG - Wywiad wideo z dr Wierzbińskim | 20.06 | [68-2025 Angelini Trittico]",OUTCOME_SALES,completed,adset,23723,83196,3.50697635,"Kliknięcia z 7 dni",Video_Play,232,799.48,3.44603448,2025-05-24,2025-06-22,2025-01-01,2026-03-17
"Konferencje własne [zapis na wydarzenie]","PK w POZ pediatria | 06.03.2025 – Stories",OUTCOME_LEADS,completed,adset,27072,64194,2.37123227,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",422,798.68,1.89260664,2025-02-24,2025-03-06,2025-01-01,2026-03-17
"E-booki własne [pobrania]","Pierwsze kroki w POZ 2024/2025 | 22.01-28.02",OUTCOME_SALES,completed,adset,14967,98292,6.56724795,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia",EbookDownload,140,770.64,5.50457143,2025-01-31,2025-05-20,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","FB - Poradnik | Angina | 31.05 | [34-2025-TZF-poradniki]",LINK_CLICKS,inactive,adset,56945,157706,2.7694442,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",669,768.44,1.14863976,2025-04-16,2025-12-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","FB - Poradnik | Borelioza | 31.05 |  [34-2025-TZF-poradniki]",LINK_CLICKS,inactive,adset,44041,125390,2.84711973,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",812,767.58,0.94529557,2025-04-09,2025-12-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","FB - Poradnik | Ostre zapalenie oskrzeli | 31.05 | [34-2025-TZF-poradniki]",LINK_CLICKS,inactive,adset,38469,116294,3.02305753,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",826,766.42,0.92786925,2025-04-09,2025-12-31,2025-01-01,2026-03-17
"Remedium - Obejrzenie video na stronie (budżet wewnętrzny)","15.10 - Remedium - FB – Rivaroxaban",OUTCOME_SALES,completed,adset,22790,60057,2.63523475,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia",Video_Play,149,752.35,5.04932886,2024-10-21,2025-07-17,2025-01-01,2026-03-17
"[KL] Nagrania klienckie [odtworzenie nagrania na Remedium]","FB/IG - Sezon alergiczny w praktyce lekarza rodzinnego [41-2025-MagnaPharm-webinar] | 30.04",OUTCOME_SALES,completed,adset,13824,60326,4.36385995,"Kliknięcia z 7 dni",Video_Play,282,750,2.65957447,2025-04-03,2025-06-30,2025-01-01,2026-03-17
"[KL] Nagrania webinarów klienckich  [odtworzenie nagrania na Remedium]","Przedłużona profilaktyka przeciwzakrzepowa | 30.06.2025",OUTCOME_SALES,completed,adset,13802,52341,3.79227648,"Kliknięcia z 7 dni",Video_Play,279,749.98,2.68810036,2025-05-25,2025-07-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Case study | Przeciążenie psychiczne i leczenie depresji | 22.07 | 68-2025 Angelini Trittico",LINK_CLICKS,completed,adset,29508,69486,2.35481903,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",539,749.84,1.39116883,2025-07-03,2025-08-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Diagnozuj i lecz | Nawracające ZUM | 14.07 | [47-2025-Qpharma-urologia]",LINK_CLICKS,completed,adset,28837,84828,2.94163748,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",1666,749.81,0.45006603,2025-06-03,2025-08-11,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Poradnik | Migrena |  [232-2025 Teva]",LINK_CLICKS,active,adset,23475,105354,4.48792332,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",570,731.29,1.28296491,2026-01-21,2026-06-30,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Interaktywne case study | Kaszel poinfekcyjny | 31.08.2025 | [66-2025-OrionPharm-Budezonid]",LINK_CLICKS,completed,adset,27109,71080,2.62200745,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",483,700,1.44927536,2025-07-28,2025-08-31,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","PKwPOZ - infekcje, szczepienia, antybiotykoterapia - Ryzyko po 65, czyli twarde argumenty za szczepieniem przeciwko RSV",OUTCOME_SALES,completed,adset,8943,27033,3.02281114,"Kliknięcia z 7 dni",Video_Play,194,700,3.60824742,2025-09-25,2025-12-26,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","5 minut o leku Lewotyroskyna | [142-2025 Merck]",OUTCOME_SALES,completed,adset,18722,56481,3.01682513,"Kliknięcia z 7 dni",Video_Play,206,700,3.39805825,2025-11-04,2025-11-16,2025-01-01,2026-03-17
"Narzędzia/funkcje Remedium [wyświetlenie strony docelowej]","Mapa rezydentur - opinie  | grupa szeroka",LINK_CLICKS,not_delivering,adset,33376,105730,3.16784516,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",1517,699.99,0.46143045,2025-01-20,2025-02-28,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Diagnozuj i lecz | Subkliniczna niedoczynność tarczycy u pacjentki z PCOS planującej ciążę | [142-2025 Merck]",LINK_CLICKS,completed,adset,24065,111039,4.6141284,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",666,699.98,1.05102102,2025-12-11,2026-02-06,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","DiL Intensyfikacja leczenia POChP [226-2025 Chiesi - Trimbow]",LINK_CLICKS,completed,adset,25948,108535,4.18278865,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",454,699.96,1.54176211,2026-02-16,2026-03-08,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Interaktywne case study | 52-letni mężczyzna z bólem kolana [103-2025 MagnaPharm]",LINK_CLICKS,completed,adset,19510,60459,3.09887237,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",370,699.94,1.89172973,2025-11-14,2025-11-30,2025-01-01,2026-03-17
